PG,SG,SF,PF,C,G,F,UTIL,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Geomean Ownership,Simulated ROI
36883378,36883549,36883537,36883368,36883376,36883515,36883418,36883361,263.02,244.4918,264.4918,285.2418,295.9918,314.9918,332.7418,280.07,33.82986689,0.416416276
36883515,36883402,36883520,36883506,36883376,36883378,36883418,36883359,267.14,248.0262,268.7762,289.0262,298.5262,317.0262,337.7812,306.6,36.40728515,0.48736735
36883520,36883402,36883506,36883398,36883376,36883378,36883483,36883359,264.25,245.5047,265.5047,285.0672,295.2547,313.0047,334.2572,283.04,33.35444788,0.437614511
36883515,36883510,36883506,36883398,36883359,36883378,36883520,36883376,265.89,247.0277,267.0277,286.2777,297.0277,316.0402,336.7777,294.09,35.20943933,0.471423865
36883378,36883341,36883520,36883398,36883361,36883422,36883412,36883376,262.89,244.9364,264.3114,283.7489,294.6864,312.4364,332.6889,264.53,29.13274196,0.415539916
36883515,36883549,36883537,36883418,36883359,36883520,36883368,36883376,264.18,244.7559,264.9434,286.8184,298.3184,316.3309,342.5734,298.15,35.17999256,0.437619414
36883378,36883510,36883520,36883389,36883376,36883335,36883398,36883361,262.86,244.2173,263.7173,283.4673,293.9673,312.2173,329.9673,278.82,32.41137448,0.414316306
36883515,36883341,36883537,36883418,36883359,36883520,36883398,36883361,261.23,241.7634,262.7634,283.2634,294.2634,311.7759,335.0159,270.1,29.73063855,0.382960329
36883520,36883549,36883418,36883368,36883359,36883341,36883537,36883361,262.4,244.0504,264.5504,285.5504,296.0504,314.0504,340.8104,281.16,30.94014288,0.407500735
36883378,36883341,36883418,36883506,36883398,36883520,36883368,36883376,269.07,250.2346,271.1096,290.4846,300.7721,320.4971,340.2396,305.85,34.01604876,0.531012178
36883378,36883402,36883520,36883506,36883398,36883515,36883368,36883359,266.32,247.0084,267.2584,287.7584,297.2584,316.7709,334.7634,303.83,36.40288277,0.473596549
36883520,36883429,36883537,36883368,36883357,36883549,36883418,36883376,262.49,244.3994,264.3994,283.8994,295.1494,314.6494,335.1519,281.45,30.911615,0.4105548
36883378,36883402,36883520,36883398,36883376,36883341,36883368,36883418,268.52,250.2147,269.4647,289.9647,299.9647,320.2272,338.9672,301.07,33.32176287,0.5230221
36883520,36883549,36883506,36883398,36883359,36883515,36883418,36883368,265.53,245.8173,266.1298,287.6298,298.1298,315.8798,339.8798,314.21,37.80897554,0.455592784
36883515,36883549,36883520,36883506,36883412,36883378,36883368,36883418,267.39,249.6877,269.3127,290.4377,301.7252,319.1877,339.9477,316.54,37.38193223,0.495977331
36883335,36883549,36883537,36883368,36883376,36883520,36883418,36883378,266.27,248.5905,268.653,289.903,300.153,319.4155,339.158,301.92,34.58889386,0.473250554
36883520,36883363,36883418,36883368,36883361,36883429,36883389,36883376,263.49,244.4359,264.1859,283.4359,295.1859,312.4359,334.4359,277.5,30.57412332,0.421652319
36883378,36883549,36883520,36883398,36883359,36883335,36883368,36883376,266.56,248.8864,267.6989,287.6989,298.4489,315.4614,334.2089,294.9,34.41182824,0.485220786
36883520,36883363,36883506,36883398,36883376,36883510,36883368,36883418,263.86,244.913,264.038,282.913,293.913,312.9255,336.6655,304.72,36.30239234,0.423997686
36883515,36883549,36883418,36883389,36883359,36883335,36883368,36883520,263.21,244.0106,264.5106,283.5731,294.7606,315.2606,336.5156,292.69,33.94967269,0.414887734
36883520,36883549,36883537,36883418,36883361,36883422,36883506,36883359,262.35,244.253,264.253,285.003,295.5405,317.0155,340.0055,291.91,34.50896881,0.407067203
36883378,36883549,36883520,36883412,36883361,36883335,36883418,36883398,264.82,247.1038,266.3538,286.8538,297.1413,316.8538,335.3563,296.66,33.951107,0.44856233
36883520,36883402,36883349,36883412,36883376,36883378,36883368,36883359,264.82,247.1079,265.7329,286.1079,296.3579,313.1204,330.8679,280.98,32.74083804,0.446722581
36883520,36883549,36883425,36883368,36883361,36883422,36883398,36883376,261.6,242.4434,262.4434,281.4434,292.7309,310.9434,333.6959,273.21,30.84557942,0.401400765
36883378,36883549,36883483,36883506,36883412,36883520,36883398,36883361,261.72,242.986,263.486,284.236,293.986,312.2485,334.236,282.88,33.05350843,0.400658535
36883378,36883429,36883543,36883368,36883357,36883520,36883389,36883376,261.58,244.1386,263.6386,283.1386,293.1386,309.6386,332.3911,276.69,30.63400458,0.394347328
36883520,36883549,36883537,36883412,36883376,36883422,36883418,36883357,261.42,243.7663,262.7663,283.2663,294.7663,313.2788,336.5163,281.14,32.69462245,0.393707579
36883520,36883363,36883506,36883418,36883376,36883335,36883368,36883361,264.06,244.9861,264.6111,284.2361,294.9861,312.2486,330.7361,287.95,33.25343405,0.435244906
36883520,36883402,36883418,36883389,36883361,36883460,36883368,36883359,261.5,242.7375,262.3,282.8,293.05,312.3125,332.5575,279.9,30.73677595,0.39180504
36883378,36883402,36883520,36883412,36883357,36883549,36883418,36883376,266.42,249.9682,268.3432,287.9682,298.9682,316.2182,340.9732,302.89,35.50186758,0.474602138
36883378,36883363,36883543,36883368,36883398,36883520,36883412,36883418,265.38,247.2992,267.0492,287.5492,297.5492,315.0492,334.0492,307.84,35.93227974,0.45666983
36883378,36883510,36883537,36883398,36883357,36883520,36883506,36883376,264.36,247.0144,266.0144,286.2644,296.2644,313.7644,335.5144,289.47,34.30685195,0.441166663
36883335,36883402,36883506,36883418,36883357,36883520,36883368,36883376,263.68,245.9426,265.0676,284.4426,293.9426,310.7051,331.1926,291.41,33.75233223,0.427701422
36883378,36883549,36883506,36883368,36883359,36883520,36883349,36883376,266.69,248.7044,268.2044,286.9544,297.4544,316.2044,337.4569,299.15,35.61576753,0.481437553
36883402,36883549,36883349,36883418,36883361,36883520,36883368,36883376,266.4,247.8644,267.9269,287.4269,298.1769,316.1769,337.1794,298.74,35.33861848,0.484200882
36883378,36883549,36883506,36883368,36883376,36883520,36883389,36883357,267.29,249.4984,269.2484,288.9984,299.2484,316.7609,340.2484,306.52,36.82201331,0.494868007
36883520,36883402,36883418,36883398,36883376,36883335,36883349,36883378,264.42,246.1874,265.1874,284.7499,295.9374,313.4499,334.9424,290.51,33.25738817,0.434043024
36883460,36883549,36883418,36883368,36883357,36883520,36883389,36883376,262.44,244.4098,264.1598,283.2223,293.9098,312.1723,333.1598,287.3,31.67781167,0.403936778
36883515,36883429,36883418,36883368,36883376,36883520,36883506,36883361,265.62,246.8036,266.5536,285.8036,297.3036,314.0536,335.8061,284.84,31.58347086,0.462825061
36883378,36883549,36883506,36883349,36883361,36883520,36883398,36883359,265.73,247.0961,266.3461,286.8461,297.3836,313.8461,338.3486,295.15,35.22433396,0.465523836
36883335,36883363,36883506,36883368,36883376,36883378,36883520,36883359,263.8,245.4937,264.7437,284.7437,294.7437,311.7687,332.9937,283.58,32.8301862,0.427884655
36883520,36883363,36883506,36883349,36883398,36883378,36883418,36883389,264.45,246.3152,266.3152,284.5652,295.0652,312.8277,334.5702,303.83,35.78874604,0.426843024
36883520,36883363,36883506,36883368,36883361,36883378,36883412,36883398,264.68,246.3477,265.3477,285.0977,296.3477,313.5977,334.8477,294.49,34.68223156,0.446472282
36883378,36883549,36883349,36883368,36883359,36883520,36883412,36883376,266.67,248.524,269.024,288.024,297.774,316.024,336.5315,287.93,33.70311556,0.480867379
36883515,36883549,36883537,36883398,36883361,36883520,36883418,36883359,263.22,243.3976,264.8351,285.9601,295.9601,314.9726,333.7326,294.15,34.79334836,0.424384626
36883402,36883510,36883418,36883368,36883376,36883520,36883506,36883361,265.47,246.891,266.891,285.891,296.141,315.141,336.1435,302.57,36.05455044,0.456731876
36883520,36883549,36883418,36883506,36883376,36883378,36883363,36883361,266.82,248.1921,269.1921,288.1921,298.6921,316.9421,339.6996,310.65,36.96206039,0.483376645
36883520,36883363,36883418,36883398,36883412,36883422,36883506,36883361,261.3,241.7051,261.9551,282.5176,292.7051,310.7051,336.7076,286.79,33.63008379,0.390826826
36883515,36883549,36883537,36883368,36883376,36883520,36883349,36883378,263.89,245.678,265.678,285.678,296.928,316.4405,337.178,288.41,33.84658655,0.426317561
36883402,36883549,36883506,36883368,36883398,36883378,36883520,36883357,265.62,248.1308,266.8808,286.6308,297.6308,314.8808,335.8858,311.34,37.51206222,0.467048103
36883429,36883549,36883520,36883537,36883376,36883378,36883418,36883422,262.02,244.3353,264.5853,285.5853,295.8353,316.3353,337.5878,283.84,31.01740116,0.396972762
36883378,36883549,36883520,36883537,36883389,36883422,36883418,36883376,264.65,247.0876,267.1501,288.2126,299.9001,318.9251,341.9001,302.38,35.54520923,0.440934954
36883520,36883460,36883418,36883368,36883359,36883549,36883349,36883376,261.84,242.6158,263.1158,282.6158,294.1158,312.6158,332.3708,279.93,30.64008387,0.394529934
36883515,36883510,36883418,36883398,36883359,36883520,36883537,36883376,263.72,243.4935,264.9935,284.9935,295.781,314.506,334.7435,287.56,33.87263189,0.426076557
36883378,36883429,36883418,36883537,36883376,36883520,36883543,36883357,261.75,245.3192,264.5692,284.3817,294.8192,312.8317,333.0692,279.1,30.379915,0.391282714
36883515,36883341,36883520,36883368,36883361,36883378,36883543,36883376,262.54,243.6246,264.1246,284.1246,295.1246,312.3871,331.8771,275.95,30.60579433,0.402931189
36883422,36883549,36883418,36883389,36883376,36883520,36883398,36883361,265.2,245.9384,266.4384,286.1884,296.6884,316.4384,336.9459,299.73,35.81915227,0.457956741
36883515,36883510,36883537,36883389,36883376,36883520,36883368,36883418,263.26,244.767,264.642,284.517,296.267,315.517,339.772,292.17,34.33168254,0.415239259
36883515,36883402,36883520,36883368,36883376,36883335,36883398,36883357,261.17,242.7121,261.5871,280.2746,290.9621,308.9621,328.9646,273.65,31.91151541,0.395389587
36883378,36883363,36883506,36883418,36883361,36883520,36883412,36883376,265.5,246.8655,267.6155,286.3655,297.3655,315.378,337.6205,297.26,34.68642586,0.457010178
36883378,36883510,36883506,36883368,36883361,36883520,36883389,36883412,264.32,246.4033,266.2783,285.7158,296.6533,314.1658,336.4033,292.37,34.46888179,0.434833101
36883335,36883549,36883418,36883368,36883376,36883422,36883389,36883520,262.72,244.5798,264.0798,284.0798,294.5798,314.5798,333.0823,291.81,33.82009382,0.40750199
36883515,36883460,36883418,36883389,36883361,36883520,36883398,36883359,262.18,242.4291,262.6791,283.1791,294.1791,312.1791,332.9341,275.79,30.40328367,0.396209432
36883520,36883549,36883418,36883368,36883398,36883422,36883412,36883376,265.02,246.0186,265.7686,286.5186,297.0186,317.2686,338.2686,302.11,35.64198377,0.452929425
36883520,36883549,36883537,36883506,36883359,36883515,36883418,36883357,261.93,242.6275,265.0025,284.3775,294.6275,313.1275,337.39,293.24,34.68241804,0.400095774
36883378,36883549,36883520,36883506,36883361,36883515,36883398,36883510,262.83,243.1695,263.6695,284.6695,295.207,314.1695,333.6745,300.37,36.11929625,0.408793294
36883515,36883363,36883520,36883398,36883376,36883378,36883412,36883361,262.99,243.885,263.135,283.385,293.635,311.635,331.635,279.5,32.79466455,0.417460418
36883378,36883363,36883506,36883368,36883389,36883520,36883398,36883359,264.74,246.6606,265.1606,284.9106,295.6606,314.6606,336.6631,301.27,35.97375984,0.440012629
36883515,36883549,36883349,36883412,36883376,36883520,36883368,36883378,263.4,245.9871,264.7371,284.7371,294.9871,312.9996,335.9921,287.15,33.59167501,0.41738092
36883515,36883510,36883520,36883389,36883398,36883378,36883412,36883359,261.55,243.9754,262.9754,282.2254,294.5129,310.9754,332.4779,282.54,33.26972402,0.382765291
36883378,36883429,36883418,36883389,36883412,36883520,36883368,36883398,265.73,248.5876,267.7126,287.5876,298.3376,316.8376,337.3401,294.14,32.07426638,0.463925091
36883520,36883510,36883418,36883537,36883376,36883549,36883398,36883357,263.02,244.3659,264.6159,284.1784,294.6534,314.8784,335.6209,295.07,34.90471573,0.414314423
36883378,36883549,36883520,36883418,36883376,36883335,36883425,36883359,262.1,243.627,263.9395,284.6895,295.4395,314.452,336.942,279.69,30.32933474,0.397431787
36883378,36883341,36883543,36883418,36883357,36883520,36883389,36883376,263.22,247.0105,265.948,285.3855,296.073,313.323,331.8255,285.72,31.46180524,0.413160388
36883520,36883341,36883418,36883398,36883412,36883422,36883368,36883376,263.03,244.5719,264.0719,283.8844,294.8219,313.0844,334.5744,278.06,30.45579074,0.413710089
36883520,36883549,36883506,36883418,36883398,36883422,36883537,36883378,263.53,245.8024,266.0524,286.5524,298.5524,316.3024,338.8024,311.98,36.96582305,0.420989587
36883378,36883549,36883520,36883368,36883357,36883402,36883389,36883376,266.74,249.166,268.7285,288.4785,298.7285,316.491,335.986,301.74,36.07045617,0.484853692
36883378,36883510,36883520,36883506,36883376,36883515,36883389,36883368,265.43,246.9887,266.8012,286.8012,297.3012,315.5512,337.0587,298.7,35.68660675,0.458094009
36883520,36883549,36883425,36883398,36883376,36883378,36883418,36883359,267.36,248.4783,269.8533,289.4783,300.2283,319.2408,341.2283,297.71,33.28227635,0.500709011
36883520,36883549,36883363,36883389,36883359,36883378,36883418,36883376,266.86,248.5746,269.0746,288.8246,299.3246,317.3371,339.5746,306.21,36.27961847,0.485046848
36883515,36883402,36883520,36883389,36883359,36883422,36883398,36883361,260.46,240.5155,260.0155,280.5155,291.2655,309.0155,331.768,273.66,32.75482071,0.369323659
36883378,36883402,36883520,36883398,36883361,36883515,36883537,36883359,264.01,245.0887,265.8387,284.8387,296.0887,314.0887,335.8437,283.77,33.49940492,0.429929366
36883520,36883402,36883506,36883418,36883361,36883378,36883389,36883359,268.99,251.2283,271.2283,290.7283,301.2283,319.2283,341.9783,307.99,36.61620345,0.528024551
36883429,36883510,36883520,36883418,36883376,36883378,36883389,36883398,264.77,247.2674,266.2674,286.0174,295.8049,313.7799,336.2774,290.84,32.11414964,0.441566663
36883515,36883549,36883418,36883506,36883389,36883378,36883520,36883361,267.57,249.6075,270.1075,290.1075,301.6075,320.1075,340.11,314.16,37.56774963,0.502041887
36883520,36883510,36883418,36883368,36883359,36883549,36883412,36883376,264.4,245.8396,265.8396,285.5896,296.6271,314.3521,337.5946,297.36,34.98515513,0.440435611
36883378,36883549,36883520,36883368,36883361,36883515,36883412,36883389,264.91,246.8374,266.3374,286.8374,297.0874,314.8374,337.3374,294.07,34.68808139,0.448995862
36883335,36883549,36883506,36883368,36883361,36883520,36883398,36883357,261.93,243.6607,261.9107,281.6607,292.9482,310.6607,329.9157,285.49,33.52909909,0.402625003
36883378,36883363,36883506,36883418,36883389,36883520,36883398,36883359,267.38,249.2503,268.3753,288.5003,299.7503,317.5128,337.2653,310.14,36.8679062,0.492056829
36883520,36883429,36883418,36883506,36883359,36883515,36883398,36883368,264.54,245.7759,265.0884,284.8384,295.5884,314.3509,335.8584,290,32.23930712,0.440056711
36883520,36883549,36883506,36883368,36883376,36883378,36883381,36883361,265.29,247.6649,267.1649,286.1649,297.1649,316.1774,338.6674,290.52,33.49412984,0.456687793
36883378,36883549,36883381,36883418,36883359,36883520,36883412,36883376,265.01,247.0371,267.2871,288.0371,298.5371,316.2871,335.0371,287.23,32.35748837,0.452118247
36883422,36883549,36883520,36883398,36883376,36883378,36883412,36883361,264.88,246.3831,265.8831,286.1331,297.3831,316.3831,334.8831,288.58,34.09363838,0.456313913
36883378,36883402,36883506,36883368,36883376,36883520,36883363,36883418,267.75,249.8937,269.7062,288.7062,298.4562,317.4687,338.7062,313.8,37.20365059,0.502251868
36883378,36883510,36883520,36883349,36883376,36883549,36883412,36883361,261.33,243.269,263.019,282.269,292.769,311.019,330.5215,277.52,32.48577966,0.384516247
36883402,36883510,36883520,36883398,36883376,36883515,36883368,36883361,262.96,243.1605,262.9105,282.1605,292.1605,310.173,333.163,284.81,34.08817306,0.411664124
36883520,36883363,36883506,36883398,36883376,36883422,36883368,36883359,263.04,244.3002,262.8002,282.0502,293.5502,311.8002,328.8027,285.03,34.0864487,0.41667285
36883515,36883549,36883520,36883418,36883398,36883510,36883389,36883361,263.13,244.0444,264.5444,284.7944,295.0444,312.5569,336.2969,300.3,35.90946826,0.416952917
36883378,36883402,36883349,36883412,36883376,36883520,36883398,36883357,262.95,246.1933,264.3183,282.1933,292.4433,309.9558,334.6933,277.43,32.41954211,0.420763526
36883520,36883363,36883349,36883412,36883376,36883378,36883398,36883361,263.33,245.4868,263.2368,282.9868,293.9868,311.4993,331.9893,273.97,31.9403441,0.428608295
36883515,36883549,36883537,36883506,36883361,36883378,36883418,36883520,265.1,247.1984,267.8234,288.4484,299.6984,318.1984,341.2009,307.7,36.35258675,0.459637494
36883520,36883549,36883418,36883398,36883376,36883363,36883349,36883368,264.79,245.4489,265.4489,284.6989,295.4489,314.1989,333.9539,300.89,35.58153901,0.443325659
36883378,36883549,36883425,36883368,36883376,36883520,36883389,36883418,266.9,248.5018,270.0018,290.2518,301.2518,319.7643,340.7543,302.32,33.73332635,0.486339406
36883378,36883549,36883520,36883418,36883389,36883335,36883398,36883359,264.88,246.9167,267.1667,286.4167,297.1667,316.1792,336.6717,303.44,35.215409,0.445328169
36883378,36883549,36883483,36883389,36883361,36883520,36883412,36883376,262.84,245.0837,264.5837,285.0837,295.3337,312.5962,330.8337,273.28,31.78324668,0.415792097
36883378,36883402,36883349,36883412,36883359,36883520,36883398,36883361,263.86,246.2496,264.2496,283.7496,294.4996,311.7496,330.7546,276.98,32.38100126,0.432193352
36883520,36883402,36883506,36883398,36883359,36883510,36883418,36883368,264.39,245.9258,264.6758,284.4258,294.7133,314.1758,335.9308,307.73,36.80322943,0.438379096
